#<date in matlab serial format>	<date in the format dd mmm yyyy>	<time index>
726045	04 Nov 1987	2994
726046	05 Nov 1987	2995
726047	06 Nov 1987	2996
726050	09 Nov 1987	2997
726051	10 Nov 1987	2998
726052	11 Nov 1987	2999
726053	12 Nov 1987	3000
726054	13 Nov 1987	3001
726057	16 Nov 1987	3002
726058	17 Nov 1987	3003
726059	18 Nov 1987	3004
726060	19 Nov 1987	3005
726061	20 Nov 1987	3006
726064	23 Nov 1987	3007
726065	24 Nov 1987	3008
726066	25 Nov 1987	3009
726068	27 Nov 1987	3010
726071	30 Nov 1987	3011
726072	01 Dec 1987	3012
726073	02 Dec 1987	3013
726074	03 Dec 1987	3014
726075	04 Dec 1987	3015
726078	07 Dec 1987	3016
726079	08 Dec 1987	3017
726080	09 Dec 1987	3018
726081	10 Dec 1987	3019
726082	11 Dec 1987	3020
726085	14 Dec 1987	3021
726086	15 Dec 1987	3022
726087	16 Dec 1987	3023
726088	17 Dec 1987	3024
726089	18 Dec 1987	3025
726092	21 Dec 1987	3026
726093	22 Dec 1987	3027
726094	23 Dec 1987	3028
726095	24 Dec 1987	3029
726099	28 Dec 1987	3030
726100	29 Dec 1987	3031
726101	30 Dec 1987	3032
726102	31 Dec 1987	3033
726106	04 Jan 1988	3034
726107	05 Jan 1988	3035
726108	06 Jan 1988	3036
726109	07 Jan 1988	3037
726110	08 Jan 1988	3038
726113	11 Jan 1988	3039
726114	12 Jan 1988	3040
726115	13 Jan 1988	3041
726116	14 Jan 1988	3042
726117	15 Jan 1988	3043
726120	18 Jan 1988	3044
726121	19 Jan 1988	3045
726122	20 Jan 1988	3046
726123	21 Jan 1988	3047
726124	22 Jan 1988	3048
726127	25 Jan 1988	3049
726128	26 Jan 1988	3050
726129	27 Jan 1988	3051
726130	28 Jan 1988	3052
726131	29 Jan 1988	3053
726134	01 Feb 1988	3054
726135	02 Feb 1988	3055
726136	03 Feb 1988	3056
726137	04 Feb 1988	3057
726138	05 Feb 1988	3058
726141	08 Feb 1988	3059
726142	09 Feb 1988	3060
726143	10 Feb 1988	3061
726144	11 Feb 1988	3062
726145	12 Feb 1988	3063
726149	16 Feb 1988	3064
726150	17 Feb 1988	3065
726151	18 Feb 1988	3066
726152	19 Feb 1988	3067
726155	22 Feb 1988	3068
726156	23 Feb 1988	3069
726157	24 Feb 1988	3070
726158	25 Feb 1988	3071
726159	26 Feb 1988	3072
726162	29 Feb 1988	3073
726163	01 Mar 1988	3074
726164	02 Mar 1988	3075
726165	03 Mar 1988	3076
726166	04 Mar 1988	3077
726169	07 Mar 1988	3078
726170	08 Mar 1988	3079
726171	09 Mar 1988	3080
726172	10 Mar 1988	3081
726173	11 Mar 1988	3082
726176	14 Mar 1988	3083
726177	15 Mar 1988	3084
726178	16 Mar 1988	3085
726179	17 Mar 1988	3086
726180	18 Mar 1988	3087
726183	21 Mar 1988	3088
726184	22 Mar 1988	3089
726185	23 Mar 1988	3090
726186	24 Mar 1988	3091
726187	25 Mar 1988	3092
726190	28 Mar 1988	3093
726191	29 Mar 1988	3094
726192	30 Mar 1988	3095
726193	31 Mar 1988	3096
726197	04 Apr 1988	3097
726198	05 Apr 1988	3098
726199	06 Apr 1988	3099
726200	07 Apr 1988	3100
726201	08 Apr 1988	3101
726204	11 Apr 1988	3102
726205	12 Apr 1988	3103
726206	13 Apr 1988	3104
726207	14 Apr 1988	3105
726208	15 Apr 1988	3106
726211	18 Apr 1988	3107
726212	19 Apr 1988	3108
726213	20 Apr 1988	3109
726214	21 Apr 1988	3110
726215	22 Apr 1988	3111
726218	25 Apr 1988	3112
726219	26 Apr 1988	3113
726220	27 Apr 1988	3114
726221	28 Apr 1988	3115
726222	29 Apr 1988	3116
726225	02 May 1988	3117
726226	03 May 1988	3118
726227	04 May 1988	3119
726228	05 May 1988	3120
726229	06 May 1988	3121
726232	09 May 1988	3122
726233	10 May 1988	3123
726234	11 May 1988	3124
726235	12 May 1988	3125
726236	13 May 1988	3126
726239	16 May 1988	3127
726240	17 May 1988	3128
726241	18 May 1988	3129
726242	19 May 1988	3130
726243	20 May 1988	3131
726246	23 May 1988	3132
726247	24 May 1988	3133
726248	25 May 1988	3134
726249	26 May 1988	3135
726250	27 May 1988	3136
726254	31 May 1988	3137
726255	01 Jun 1988	3138
726256	02 Jun 1988	3139
726257	03 Jun 1988	3140
726260	06 Jun 1988	3141
726261	07 Jun 1988	3142
726262	08 Jun 1988	3143
726263	09 Jun 1988	3144
726264	10 Jun 1988	3145
726267	13 Jun 1988	3146
726268	14 Jun 1988	3147
726269	15 Jun 1988	3148
726270	16 Jun 1988	3149
726271	17 Jun 1988	3150
726274	20 Jun 1988	3151
726275	21 Jun 1988	3152
726276	22 Jun 1988	3153
726277	23 Jun 1988	3154
726278	24 Jun 1988	3155
726281	27 Jun 1988	3156
726282	28 Jun 1988	3157
726283	29 Jun 1988	3158
726284	30 Jun 1988	3159
726285	01 Jul 1988	3160
726289	05 Jul 1988	3161
726290	06 Jul 1988	3162
726291	07 Jul 1988	3163
726292	08 Jul 1988	3164
726295	11 Jul 1988	3165
726296	12 Jul 1988	3166
726297	13 Jul 1988	3167
726298	14 Jul 1988	3168
726299	15 Jul 1988	3169
726302	18 Jul 1988	3170
726303	19 Jul 1988	3171
726304	20 Jul 1988	3172
726305	21 Jul 1988	3173
726306	22 Jul 1988	3174
726309	25 Jul 1988	3175
726310	26 Jul 1988	3176
726311	27 Jul 1988	3177
726312	28 Jul 1988	3178
726313	29 Jul 1988	3179
726316	01 Aug 1988	3180
726317	02 Aug 1988	3181
726318	03 Aug 1988	3182
726319	04 Aug 1988	3183
726320	05 Aug 1988	3184
726323	08 Aug 1988	3185
726324	09 Aug 1988	3186
726325	10 Aug 1988	3187
726326	11 Aug 1988	3188
726327	12 Aug 1988	3189
726330	15 Aug 1988	3190
726331	16 Aug 1988	3191
726332	17 Aug 1988	3192
726333	18 Aug 1988	3193
726334	19 Aug 1988	3194
726337	22 Aug 1988	3195
726338	23 Aug 1988	3196
726339	24 Aug 1988	3197
726340	25 Aug 1988	3198
726341	26 Aug 1988	3199
726344	29 Aug 1988	3200
726345	30 Aug 1988	3201
726346	31 Aug 1988	3202
726347	01 Sep 1988	3203
726348	02 Sep 1988	3204
726352	06 Sep 1988	3205
726353	07 Sep 1988	3206
726354	08 Sep 1988	3207
726355	09 Sep 1988	3208
726358	12 Sep 1988	3209
726359	13 Sep 1988	3210
726360	14 Sep 1988	3211
726361	15 Sep 1988	3212
726362	16 Sep 1988	3213
726365	19 Sep 1988	3214
726366	20 Sep 1988	3215
726367	21 Sep 1988	3216
726368	22 Sep 1988	3217
726369	23 Sep 1988	3218
726372	26 Sep 1988	3219
726373	27 Sep 1988	3220
726374	28 Sep 1988	3221
726375	29 Sep 1988	3222
726376	30 Sep 1988	3223
726379	03 Oct 1988	3224
726380	04 Oct 1988	3225
726381	05 Oct 1988	3226
726382	06 Oct 1988	3227
726383	07 Oct 1988	3228
726386	10 Oct 1988	3229
726387	11 Oct 1988	3230
726388	12 Oct 1988	3231
726389	13 Oct 1988	3232
726390	14 Oct 1988	3233
726393	17 Oct 1988	3234
726394	18 Oct 1988	3235
726395	19 Oct 1988	3236
726396	20 Oct 1988	3237
726397	21 Oct 1988	3238
726400	24 Oct 1988	3239
726401	25 Oct 1988	3240
726402	26 Oct 1988	3241
726403	27 Oct 1988	3242
726404	28 Oct 1988	3243
726407	31 Oct 1988	3244
726408	01 Nov 1988	3245
726409	02 Nov 1988	3246
726410	03 Nov 1988	3247
726411	04 Nov 1988	3248
726414	07 Nov 1988	3249
726415	08 Nov 1988	3250
726416	09 Nov 1988	3251
726417	10 Nov 1988	3252
726418	11 Nov 1988	3253
726421	14 Nov 1988	3254
726422	15 Nov 1988	3255
726423	16 Nov 1988	3256
726424	17 Nov 1988	3257
726425	18 Nov 1988	3258
726428	21 Nov 1988	3259
726429	22 Nov 1988	3260
726430	23 Nov 1988	3261
726432	25 Nov 1988	3262
726435	28 Nov 1988	3263
726436	29 Nov 1988	3264
726437	30 Nov 1988	3265
726438	01 Dec 1988	3266
726439	02 Dec 1988	3267
726442	05 Dec 1988	3268
726443	06 Dec 1988	3269
726444	07 Dec 1988	3270
726445	08 Dec 1988	3271
726446	09 Dec 1988	3272
726449	12 Dec 1988	3273
726450	13 Dec 1988	3274
726451	14 Dec 1988	3275
726452	15 Dec 1988	3276
726453	16 Dec 1988	3277
726456	19 Dec 1988	3278
726457	20 Dec 1988	3279
726458	21 Dec 1988	3280
726459	22 Dec 1988	3281
726460	23 Dec 1988	3282
726464	27 Dec 1988	3283
726465	28 Dec 1988	3284
726466	29 Dec 1988	3285
726467	30 Dec 1988	3286
726471	03 Jan 1989	3287
726472	04 Jan 1989	3288
726473	05 Jan 1989	3289
726474	06 Jan 1989	3290
726477	09 Jan 1989	3291
726478	10 Jan 1989	3292
726479	11 Jan 1989	3293
726480	12 Jan 1989	3294
726481	13 Jan 1989	3295
726484	16 Jan 1989	3296
726485	17 Jan 1989	3297
726486	18 Jan 1989	3298
726487	19 Jan 1989	3299
726488	20 Jan 1989	3300
726491	23 Jan 1989	3301
726492	24 Jan 1989	3302
726493	25 Jan 1989	3303
726494	26 Jan 1989	3304
726495	27 Jan 1989	3305
726498	30 Jan 1989	3306
726499	31 Jan 1989	3307
726500	01 Feb 1989	3308
726501	02 Feb 1989	3309
726502	03 Feb 1989	3310
726505	06 Feb 1989	3311
726506	07 Feb 1989	3312
726507	08 Feb 1989	3313
726508	09 Feb 1989	3314
726509	10 Feb 1989	3315
726512	13 Feb 1989	3316
726513	14 Feb 1989	3317
726514	15 Feb 1989	3318
726515	16 Feb 1989	3319
726516	17 Feb 1989	3320
726520	21 Feb 1989	3321
726521	22 Feb 1989	3322
726522	23 Feb 1989	3323
726523	24 Feb 1989	3324
726526	27 Feb 1989	3325
726527	28 Feb 1989	3326
726528	01 Mar 1989	3327
726529	02 Mar 1989	3328
726530	03 Mar 1989	3329
726533	06 Mar 1989	3330
726534	07 Mar 1989	3331
726535	08 Mar 1989	3332
726536	09 Mar 1989	3333
726537	10 Mar 1989	3334
726540	13 Mar 1989	3335
726541	14 Mar 1989	3336
726542	15 Mar 1989	3337
726543	16 Mar 1989	3338
726544	17 Mar 1989	3339
726547	20 Mar 1989	3340
726548	21 Mar 1989	3341
726549	22 Mar 1989	3342
726550	23 Mar 1989	3343
726554	27 Mar 1989	3344
726555	28 Mar 1989	3345
726556	29 Mar 1989	3346
726557	30 Mar 1989	3347
726558	31 Mar 1989	3348
726561	03 Apr 1989	3349
726562	04 Apr 1989	3350
726563	05 Apr 1989	3351
726564	06 Apr 1989	3352
726565	07 Apr 1989	3353
726568	10 Apr 1989	3354
726569	11 Apr 1989	3355
726570	12 Apr 1989	3356
726571	13 Apr 1989	3357
726572	14 Apr 1989	3358
726575	17 Apr 1989	3359
726576	18 Apr 1989	3360
726577	19 Apr 1989	3361
726578	20 Apr 1989	3362
726579	21 Apr 1989	3363
726582	24 Apr 1989	3364
726583	25 Apr 1989	3365
726584	26 Apr 1989	3366
726585	27 Apr 1989	3367
726586	28 Apr 1989	3368
726589	01 May 1989	3369
726590	02 May 1989	3370
726591	03 May 1989	3371
726592	04 May 1989	3372
726593	05 May 1989	3373
726596	08 May 1989	3374
726597	09 May 1989	3375
726598	10 May 1989	3376
726599	11 May 1989	3377
726600	12 May 1989	3378
726603	15 May 1989	3379
726604	16 May 1989	3380
726605	17 May 1989	3381
726606	18 May 1989	3382
726607	19 May 1989	3383
726610	22 May 1989	3384
726611	23 May 1989	3385
726612	24 May 1989	3386
726613	25 May 1989	3387
726614	26 May 1989	3388
726618	30 May 1989	3389
726619	31 May 1989	3390
726620	01 Jun 1989	3391
726621	02 Jun 1989	3392
726624	05 Jun 1989	3393
726625	06 Jun 1989	3394
726626	07 Jun 1989	3395
726627	08 Jun 1989	3396
726628	09 Jun 1989	3397
726631	12 Jun 1989	3398
726632	13 Jun 1989	3399
726633	14 Jun 1989	3400
726634	15 Jun 1989	3401
726635	16 Jun 1989	3402
726638	19 Jun 1989	3403
726639	20 Jun 1989	3404
726640	21 Jun 1989	3405
726641	22 Jun 1989	3406
726642	23 Jun 1989	3407
726645	26 Jun 1989	3408
726646	27 Jun 1989	3409
726647	28 Jun 1989	3410
726648	29 Jun 1989	3411
726649	30 Jun 1989	3412
726652	03 Jul 1989	3413
726654	05 Jul 1989	3414
726655	06 Jul 1989	3415
726656	07 Jul 1989	3416
726659	10 Jul 1989	3417
726660	11 Jul 1989	3418
726661	12 Jul 1989	3419
726662	13 Jul 1989	3420
726663	14 Jul 1989	3421
726666	17 Jul 1989	3422
726667	18 Jul 1989	3423
726668	19 Jul 1989	3424
726669	20 Jul 1989	3425
726670	21 Jul 1989	3426
726673	24 Jul 1989	3427
726674	25 Jul 1989	3428
726675	26 Jul 1989	3429
726676	27 Jul 1989	3430
726677	28 Jul 1989	3431
726680	31 Jul 1989	3432
726681	01 Aug 1989	3433
726682	02 Aug 1989	3434
726683	03 Aug 1989	3435
726684	04 Aug 1989	3436
726687	07 Aug 1989	3437
726688	08 Aug 1989	3438
726689	09 Aug 1989	3439
726690	10 Aug 1989	3440
726691	11 Aug 1989	3441
726694	14 Aug 1989	3442
726695	15 Aug 1989	3443
726696	16 Aug 1989	3444
726697	17 Aug 1989	3445
726698	18 Aug 1989	3446
726701	21 Aug 1989	3447
726702	22 Aug 1989	3448
726703	23 Aug 1989	3449
726704	24 Aug 1989	3450
726705	25 Aug 1989	3451
726708	28 Aug 1989	3452
726709	29 Aug 1989	3453
726710	30 Aug 1989	3454
726711	31 Aug 1989	3455
726712	01 Sep 1989	3456
726716	05 Sep 1989	3457
726717	06 Sep 1989	3458
726718	07 Sep 1989	3459
726719	08 Sep 1989	3460
726722	11 Sep 1989	3461
726723	12 Sep 1989	3462
726724	13 Sep 1989	3463
726725	14 Sep 1989	3464
726726	15 Sep 1989	3465
726729	18 Sep 1989	3466
726730	19 Sep 1989	3467
726731	20 Sep 1989	3468
726732	21 Sep 1989	3469
726733	22 Sep 1989	3470
726736	25 Sep 1989	3471
726737	26 Sep 1989	3472
726738	27 Sep 1989	3473
726739	28 Sep 1989	3474
726740	29 Sep 1989	3475
726743	02 Oct 1989	3476
726744	03 Oct 1989	3477
726745	04 Oct 1989	3478
726746	05 Oct 1989	3479
726747	06 Oct 1989	3480
726750	09 Oct 1989	3481
726751	10 Oct 1989	3482
726752	11 Oct 1989	3483
726753	12 Oct 1989	3484
726754	13 Oct 1989	3485
726757	16 Oct 1989	3486
726758	17 Oct 1989	3487
726759	18 Oct 1989	3488
726760	19 Oct 1989	3489
726761	20 Oct 1989	3490
726764	23 Oct 1989	3491
726765	24 Oct 1989	3492
726766	25 Oct 1989	3493
726767	26 Oct 1989	3494
726768	27 Oct 1989	3495
726771	30 Oct 1989	3496
726772	31 Oct 1989	3497
726773	01 Nov 1989	3498
726774	02 Nov 1989	3499
726775	03 Nov 1989	3500
726778	06 Nov 1989	3501
726779	07 Nov 1989	3502
726780	08 Nov 1989	3503
726781	09 Nov 1989	3504
726782	10 Nov 1989	3505
726785	13 Nov 1989	3506
726786	14 Nov 1989	3507
726787	15 Nov 1989	3508
726788	16 Nov 1989	3509
726789	17 Nov 1989	3510
726792	20 Nov 1989	3511
726793	21 Nov 1989	3512
726794	22 Nov 1989	3513
726796	24 Nov 1989	3514
726799	27 Nov 1989	3515
726800	28 Nov 1989	3516
726801	29 Nov 1989	3517
726802	30 Nov 1989	3518
726803	01 Dec 1989	3519
726806	04 Dec 1989	3520
726807	05 Dec 1989	3521
726808	06 Dec 1989	3522
726809	07 Dec 1989	3523
726810	08 Dec 1989	3524
726813	11 Dec 1989	3525
726814	12 Dec 1989	3526
726815	13 Dec 1989	3527
726816	14 Dec 1989	3528
726817	15 Dec 1989	3529
726820	18 Dec 1989	3530
726821	19 Dec 1989	3531
726822	20 Dec 1989	3532
726823	21 Dec 1989	3533
726824	22 Dec 1989	3534
726828	26 Dec 1989	3535
726829	27 Dec 1989	3536
726830	28 Dec 1989	3537
726831	29 Dec 1989	3538
726835	02 Jan 1990	3539
726836	03 Jan 1990	3540
726837	04 Jan 1990	3541
726838	05 Jan 1990	3542
726841	08 Jan 1990	3543
726842	09 Jan 1990	3544
726843	10 Jan 1990	3545
726844	11 Jan 1990	3546
726845	12 Jan 1990	3547
726848	15 Jan 1990	3548
726849	16 Jan 1990	3549
726850	17 Jan 1990	3550
726851	18 Jan 1990	3551
726852	19 Jan 1990	3552
726855	22 Jan 1990	3553
726856	23 Jan 1990	3554
726857	24 Jan 1990	3555
726858	25 Jan 1990	3556
726859	26 Jan 1990	3557
726862	29 Jan 1990	3558
726863	30 Jan 1990	3559
726864	31 Jan 1990	3560
726865	01 Feb 1990	3561
726866	02 Feb 1990	3562
726869	05 Feb 1990	3563
726870	06 Feb 1990	3564
726871	07 Feb 1990	3565
726872	08 Feb 1990	3566
726873	09 Feb 1990	3567
726876	12 Feb 1990	3568
726877	13 Feb 1990	3569
726878	14 Feb 1990	3570
726879	15 Feb 1990	3571
726880	16 Feb 1990	3572
726884	20 Feb 1990	3573
726885	21 Feb 1990	3574
726886	22 Feb 1990	3575
726887	23 Feb 1990	3576
726890	26 Feb 1990	3577
726891	27 Feb 1990	3578
726892	28 Feb 1990	3579
726893	01 Mar 1990	3580
726894	02 Mar 1990	3581
726897	05 Mar 1990	3582
726898	06 Mar 1990	3583
726899	07 Mar 1990	3584
726900	08 Mar 1990	3585
726901	09 Mar 1990	3586
726904	12 Mar 1990	3587
726905	13 Mar 1990	3588
726906	14 Mar 1990	3589
726907	15 Mar 1990	3590
726908	16 Mar 1990	3591
726911	19 Mar 1990	3592
726912	20 Mar 1990	3593
726913	21 Mar 1990	3594
726914	22 Mar 1990	3595
726915	23 Mar 1990	3596
726918	26 Mar 1990	3597
726919	27 Mar 1990	3598
726920	28 Mar 1990	3599
726921	29 Mar 1990	3600
726922	30 Mar 1990	3601
726925	02 Apr 1990	3602
726926	03 Apr 1990	3603
726927	04 Apr 1990	3604
726928	05 Apr 1990	3605
726929	06 Apr 1990	3606
726932	09 Apr 1990	3607
726933	10 Apr 1990	3608
726934	11 Apr 1990	3609
726935	12 Apr 1990	3610
726939	16 Apr 1990	3611
726940	17 Apr 1990	3612
726941	18 Apr 1990	3613
726942	19 Apr 1990	3614
726943	20 Apr 1990	3615
726946	23 Apr 1990	3616
726947	24 Apr 1990	3617
726948	25 Apr 1990	3618
726949	26 Apr 1990	3619
726950	27 Apr 1990	3620
726953	30 Apr 1990	3621
726954	01 May 1990	3622
726955	02 May 1990	3623
726956	03 May 1990	3624
726957	04 May 1990	3625
726960	07 May 1990	3626
726961	08 May 1990	3627
726962	09 May 1990	3628
726963	10 May 1990	3629
726964	11 May 1990	3630
726967	14 May 1990	3631
726968	15 May 1990	3632
726969	16 May 1990	3633
726970	17 May 1990	3634
726971	18 May 1990	3635
726974	21 May 1990	3636
726975	22 May 1990	3637
726976	23 May 1990	3638
726977	24 May 1990	3639
726978	25 May 1990	3640
726982	29 May 1990	3641
726983	30 May 1990	3642
726984	31 May 1990	3643
726985	01 Jun 1990	3644
726988	04 Jun 1990	3645
726989	05 Jun 1990	3646
726990	06 Jun 1990	3647
726991	07 Jun 1990	3648
726992	08 Jun 1990	3649
726995	11 Jun 1990	3650
726996	12 Jun 1990	3651
726997	13 Jun 1990	3652
726998	14 Jun 1990	3653
726999	15 Jun 1990	3654
727002	18 Jun 1990	3655
727003	19 Jun 1990	3656
727004	20 Jun 1990	3657
727005	21 Jun 1990	3658
727006	22 Jun 1990	3659
727009	25 Jun 1990	3660
727010	26 Jun 1990	3661
727011	27 Jun 1990	3662
727012	28 Jun 1990	3663
727013	29 Jun 1990	3664
727016	02 Jul 1990	3665
727017	03 Jul 1990	3666
727019	05 Jul 1990	3667
727020	06 Jul 1990	3668
727023	09 Jul 1990	3669
727024	10 Jul 1990	3670
727025	11 Jul 1990	3671
727026	12 Jul 1990	3672
727027	13 Jul 1990	3673
727030	16 Jul 1990	3674
727031	17 Jul 1990	3675
727032	18 Jul 1990	3676
727033	19 Jul 1990	3677
727034	20 Jul 1990	3678
727037	23 Jul 1990	3679
727038	24 Jul 1990	3680
727039	25 Jul 1990	3681
727040	26 Jul 1990	3682
727041	27 Jul 1990	3683
727044	30 Jul 1990	3684
727045	31 Jul 1990	3685
727046	01 Aug 1990	3686
727047	02 Aug 1990	3687
727048	03 Aug 1990	3688
727051	06 Aug 1990	3689
727052	07 Aug 1990	3690
727053	08 Aug 1990	3691
727054	09 Aug 1990	3692
727055	10 Aug 1990	3693
727058	13 Aug 1990	3694
727059	14 Aug 1990	3695
727060	15 Aug 1990	3696
727061	16 Aug 1990	3697
727062	17 Aug 1990	3698
727065	20 Aug 1990	3699
727066	21 Aug 1990	3700
727067	22 Aug 1990	3701
727068	23 Aug 1990	3702
727069	24 Aug 1990	3703
727072	27 Aug 1990	3704
727073	28 Aug 1990	3705
727074	29 Aug 1990	3706
727075	30 Aug 1990	3707
727076	31 Aug 1990	3708
727080	04 Sep 1990	3709
727081	05 Sep 1990	3710
727082	06 Sep 1990	3711
727083	07 Sep 1990	3712
727086	10 Sep 1990	3713
727087	11 Sep 1990	3714
727088	12 Sep 1990	3715
727089	13 Sep 1990	3716
727090	14 Sep 1990	3717
727093	17 Sep 1990	3718
727094	18 Sep 1990	3719
727095	19 Sep 1990	3720
727096	20 Sep 1990	3721
727097	21 Sep 1990	3722
727100	24 Sep 1990	3723
727101	25 Sep 1990	3724
727102	26 Sep 1990	3725
727103	27 Sep 1990	3726
727104	28 Sep 1990	3727
727107	01 Oct 1990	3728
727108	02 Oct 1990	3729
727109	03 Oct 1990	3730
727110	04 Oct 1990	3731
727111	05 Oct 1990	3732
727114	08 Oct 1990	3733
727115	09 Oct 1990	3734
727116	10 Oct 1990	3735
727117	11 Oct 1990	3736
727118	12 Oct 1990	3737
727121	15 Oct 1990	3738
727122	16 Oct 1990	3739
727123	17 Oct 1990	3740
727124	18 Oct 1990	3741
727125	19 Oct 1990	3742
727128	22 Oct 1990	3743
727129	23 Oct 1990	3744
727130	24 Oct 1990	3745
727131	25 Oct 1990	3746
727132	26 Oct 1990	3747
727135	29 Oct 1990	3748
727136	30 Oct 1990	3749
727137	31 Oct 1990	3750
727138	01 Nov 1990	3751
727139	02 Nov 1990	3752
727142	05 Nov 1990	3753
727143	06 Nov 1990	3754
727144	07 Nov 1990	3755
727145	08 Nov 1990	3756
727146	09 Nov 1990	3757
727149	12 Nov 1990	3758
727150	13 Nov 1990	3759
727151	14 Nov 1990	3760
727152	15 Nov 1990	3761
727153	16 Nov 1990	3762
727156	19 Nov 1990	3763
727157	20 Nov 1990	3764
727158	21 Nov 1990	3765
727160	23 Nov 1990	3766
727163	26 Nov 1990	3767
727164	27 Nov 1990	3768
727165	28 Nov 1990	3769
727166	29 Nov 1990	3770
727167	30 Nov 1990	3771
727170	03 Dec 1990	3772
727171	04 Dec 1990	3773
727172	05 Dec 1990	3774
727173	06 Dec 1990	3775
727174	07 Dec 1990	3776
727177	10 Dec 1990	3777
727178	11 Dec 1990	3778
727179	12 Dec 1990	3779
727180	13 Dec 1990	3780
727181	14 Dec 1990	3781
727184	17 Dec 1990	3782
727185	18 Dec 1990	3783
727186	19 Dec 1990	3784
727187	20 Dec 1990	3785
727188	21 Dec 1990	3786
727191	24 Dec 1990	3787
727193	26 Dec 1990	3788
727194	27 Dec 1990	3789
727195	28 Dec 1990	3790
727198	31 Dec 1990	3791
727200	02 Jan 1991	3792
727201	03 Jan 1991	3793
727202	04 Jan 1991	3794
727205	07 Jan 1991	3795
727206	08 Jan 1991	3796
727207	09 Jan 1991	3797
727208	10 Jan 1991	3798
727209	11 Jan 1991	3799
727212	14 Jan 1991	3800
727213	15 Jan 1991	3801
727214	16 Jan 1991	3802
727215	17 Jan 1991	3803
727216	18 Jan 1991	3804
727219	21 Jan 1991	3805
727220	22 Jan 1991	3806
727221	23 Jan 1991	3807
727222	24 Jan 1991	3808
727223	25 Jan 1991	3809
727226	28 Jan 1991	3810
727227	29 Jan 1991	3811
727228	30 Jan 1991	3812
727229	31 Jan 1991	3813
727230	01 Feb 1991	3814
727233	04 Feb 1991	3815
727234	05 Feb 1991	3816
727235	06 Feb 1991	3817
727236	07 Feb 1991	3818
727237	08 Feb 1991	3819
727240	11 Feb 1991	3820
727241	12 Feb 1991	3821
727242	13 Feb 1991	3822
727243	14 Feb 1991	3823
727244	15 Feb 1991	3824
727248	19 Feb 1991	3825
727249	20 Feb 1991	3826
727250	21 Feb 1991	3827
727251	22 Feb 1991	3828
727254	25 Feb 1991	3829
727255	26 Feb 1991	3830
727256	27 Feb 1991	3831
727257	28 Feb 1991	3832
727258	01 Mar 1991	3833
727261	04 Mar 1991	3834
727262	05 Mar 1991	3835
727263	06 Mar 1991	3836
727264	07 Mar 1991	3837
727265	08 Mar 1991	3838
727268	11 Mar 1991	3839
727269	12 Mar 1991	3840
727270	13 Mar 1991	3841
727271	14 Mar 1991	3842
727272	15 Mar 1991	3843
727275	18 Mar 1991	3844
727276	19 Mar 1991	3845
727277	20 Mar 1991	3846
727278	21 Mar 1991	3847
727279	22 Mar 1991	3848
727282	25 Mar 1991	3849
727283	26 Mar 1991	3850
727284	27 Mar 1991	3851
727285	28 Mar 1991	3852
727289	01 Apr 1991	3853
727290	02 Apr 1991	3854
727291	03 Apr 1991	3855
727292	04 Apr 1991	3856
727293	05 Apr 1991	3857
727296	08 Apr 1991	3858
727297	09 Apr 1991	3859
727298	10 Apr 1991	3860
727299	11 Apr 1991	3861
727300	12 Apr 1991	3862
727303	15 Apr 1991	3863
727304	16 Apr 1991	3864
727305	17 Apr 1991	3865
727306	18 Apr 1991	3866
727307	19 Apr 1991	3867
727310	22 Apr 1991	3868
727311	23 Apr 1991	3869
727312	24 Apr 1991	3870
727313	25 Apr 1991	3871
727314	26 Apr 1991	3872
727317	29 Apr 1991	3873
727318	30 Apr 1991	3874
727319	01 May 1991	3875
727320	02 May 1991	3876
727321	03 May 1991	3877
727324	06 May 1991	3878
727325	07 May 1991	3879
727326	08 May 1991	3880
727327	09 May 1991	3881
727328	10 May 1991	3882
727331	13 May 1991	3883
727332	14 May 1991	3884
727333	15 May 1991	3885
727334	16 May 1991	3886
727335	17 May 1991	3887
727338	20 May 1991	3888
727339	21 May 1991	3889
727340	22 May 1991	3890
727341	23 May 1991	3891
727342	24 May 1991	3892
727346	28 May 1991	3893
727347	29 May 1991	3894
727348	30 May 1991	3895
727349	31 May 1991	3896
727352	03 Jun 1991	3897
727353	04 Jun 1991	3898
727354	05 Jun 1991	3899
727355	06 Jun 1991	3900
727356	07 Jun 1991	3901
727359	10 Jun 1991	3902
727360	11 Jun 1991	3903
727361	12 Jun 1991	3904
727362	13 Jun 1991	3905
727363	14 Jun 1991	3906
727366	17 Jun 1991	3907
727367	18 Jun 1991	3908
727368	19 Jun 1991	3909
727369	20 Jun 1991	3910
727370	21 Jun 1991	3911
727373	24 Jun 1991	3912
727374	25 Jun 1991	3913
727375	26 Jun 1991	3914
727376	27 Jun 1991	3915
727377	28 Jun 1991	3916
727380	01 Jul 1991	3917
727381	02 Jul 1991	3918
727382	03 Jul 1991	3919
727384	05 Jul 1991	3920
727387	08 Jul 1991	3921
727388	09 Jul 1991	3922
727389	10 Jul 1991	3923
727390	11 Jul 1991	3924
727391	12 Jul 1991	3925
727394	15 Jul 1991	3926
